"類別","日文","發音","英文翻譯","中文","例句"
"Lesson 45","謝ります","あやまります","Apologize","道歉","先生に謝ります。"
"Lesson 45","会います「事故に」","あいます「じこに」","Encounter [an accident]","遭遇（事故）","交通事故に会いました。"
"Lesson 45","信じます","しんじます","Believe, Trust","相信","友達の言葉を信じます。"
"Lesson 45","用意します","よういします","Prepare","準備","食事の用意をします。"
"Lesson 45","旨くいきます","うまくいきます","Go well","進展順利","仕事がうまくいきました。"
"Lesson 45","保証書","ほしょうしょ","Guarantee","保固書、保證書","保証書を持ってきてください。"
"Lesson 45","領収書","りょうしゅうしょ","Receipt","收據","領収書をください。"
"Lesson 45","贈り物","おくりもの","Gift, Present","禮物","誕生日の贈り物をします。"
"Lesson 45","間違い電話","まちがいでんわ","Wrong telephone number","打錯電話","間違い電話でした。"
"Lesson 45","係り","かかり","Person in Charge","負責人","係りの人に聞いてください。"
"Lesson 45","中止","ちゅうし","Calling off, Cancelling, Suspension","取消、中止","試合が中止になりました。"
"Lesson 45","点","てん","Point, score","分、分數","百点取りました。"
"Lesson 45","「～円」札","「～えん」さつ","[~Yen] note, bill","（～圓）紙鈔","一万円札を持っています。"
"Lesson 45","ちゃんと","ちゃんと","Regularly, properly","好好地、確實地","ちゃんと確認してください。"
"Lesson 45","急に","きゅうに","Suddenly","突然","急に雨が降ってきました。"
"Lesson 45","楽しみにしています","たのしみにしています","Be looking forward to, be expecting","期待著","旅行を楽しみにしています。"
"Lesson 45","以上です。","いじょうです。","That's all","以上","説明は以上です。"
"Lesson 45","係員","かかりいん","Person in charge, Attendant","工作人員、服務員","係員に聞いてください。"
"Lesson 45","～位","～い","～th (rank)","第～名","三位に入りました。"
"Lesson 45","優勝します","ゆうしょうします","Win the championship","優勝、奪冠","大会で優勝しました。"
"Lesson 45","悩み","なやみ","Trouble, Worry","煩惱、苦惱","悩みがあります。"
"Lesson 45","目覚まし「時計」","めざまし「とけい」","Alarm Clock","鬧鐘","目覚まし時計をセットします。"
"Lesson 45","眠ります","ねむります","Sleep","睡眠、入眠","よく眠れましたか。"
"Lesson 45","目が覚めます","めがさめます","Wake up","醒來","朝六時に目が覚めます。"
"Lesson 45","回答","かいとう","Answer, Reply","回答、回覆","回答を送ります。"
"Lesson 45","鳴ります","なります","To Ring","響、鳴","電話が鳴ります。"
"Lesson 45","それでも","それでも","Nevertheless, for all that","即使如此、但是","それでも諦めません。"
"Lesson 45","非常の場合","ひじょうのばあい","Emergency","緊急情況","非常の場合はここを押してください。"
"Lesson 46","焼きます","やきます","Bake, Grill, Roast","烤、燒烤","パンを焼きます。"
"Lesson 46","渡します","わたします","Hand over","交出、遞交","書類を渡します。"
"Lesson 46","帰って来ます","かえってきます","Come back","回來","夜七時に帰って来ます。"
"Lesson 46","出ます「バスが」","でます「バスが」","Leave, depart (a bus)","（公車）發車","バスは何時に出ますか。"
"Lesson 46","留守","るす","Absence","不在家","今日は留守にします。"
"Lesson 46","宅配便","たくはいびん","Delivery Service","宅配","宅配便が届きました。"
"Lesson 46","原因","げんいん","Cause","原因","事故の原因を調べます。"
"Lesson 46","注射","ちゅうしゃ","Injection","注射","注射を打ちます。"
"Lesson 46","食欲","しょくよく","Appetite","食慾","食欲がありません。"
"Lesson 46","こちら","こちら","My place, my side","我這邊","こちらはミラーです。"
"Lesson 46","ちょうど","ちょうど","Just, exactly","剛好、正好","ちょうどよかったです。"
"Lesson 46","たった今","たったいま","Just now","剛才","たった今出かけました。"
"Lesson 46","今いいでしょうか。","いまいいでしょうか。","May I bother you now？","現在方便嗎？","今いいでしょうか。"
"Lesson 46","具合","ぐあい","Condition","狀況、身體狀況","具合はどうですか。"
"Lesson 46","どちら様でしょうか。","どちらさまでしょうか。","Who is this, please?","請問您是哪位？","どちら様でしょうか。"
"Lesson 46","向かいます","むかいます","Head for","前往、朝向","今すぐ向かいます。"
"Lesson 46","お待たせしました。","おまたせしました。","Sorry to have kept you waiting","讓您久等了。","お待たせしました。"
"Lesson 46","知識","ちしき","Knowledge","知識","日本語の知識が増えました。"
"Lesson 46","宝庫","ほうこ","Treasury","寶庫","インターネットは情報の宝庫です。"
"Lesson 46","手に入ります「情報が～」","てにはいります「じょうほうが～」","Come in, reach (information)","（資訊）取得、到手","情報が手に入ります。"
"Lesson 46","一部分","いちぶぶん","One part","一部分","これは全体の一部分です。"
"Lesson 46","入力します","にゅうりょくします","To input","輸入（資料）","データを入力します。"
"Lesson 46","秒","びょう","Second","秒","三十秒で終わります。"
"Lesson 46","出ます「本が～」","でます「ほんが～」","Be published (a book)","（書）出版","新しい本が出ました。"
"Lesson 47","集まります「人が～」","あつまります「ひとが～」","Gather (people)","（人）聚集","広場に人が集まります。"
"Lesson 47","別れます「人が～」","わかれます「ひとが～」","Part, separate (people)","（人）分別","駅で友達と別れました。"
"Lesson 47","長生きします","ながいきします","Live long","長壽","日本人は長生きします。"
"Lesson 47","します「音・声が～」","します「おと・こえが～」","[sound/voice] Be heard","（聲音）傳來、（聲音）聽起來","変な音がします。"
"Lesson 47","します「味が～」","します「あじが～」","To Taste","（味道）有～的味道","甘い味がします。"
"Lesson 47","します「においが～」","します「においが～」","To smell","（氣味）有～的氣味","いい匂いがします。"
"Lesson 47","さします「傘を」","さします「かさを」","Put up [an umbrella]","撐（傘）","雨が降っているので傘をさします。"
"Lesson 47","ひどい","ひどい","Terrible, Severe","嚴重的、糟糕的","ひどい雨です。"
"Lesson 47","怖い","こわい","Frightening, horrible","可怕的","怖い夢を見ました。"
"Lesson 47","天気予報","てんきよほう","Weather forecast","天氣預報","天気予報を確認します。"
"Lesson 47","発表","はっぴょう","Announcement, Presentation","發表","研究を発表します。"
"Lesson 47","実験","じっけん","Experiment","實驗","実験をします。"
"Lesson 47","人口","じんこう","Population","人口","日本の人口は減っています。"
"Lesson 47","におい","におい","Smell","氣味","いい匂いがします。"
"Lesson 47","科学","かがく","Science","科學","科学を勉強します。"
"Lesson 47","医学","いがく","Medicine","醫學","医学を専攻しています。"
"Lesson 47","文学","ぶんがく","Literature","文學","日本の文学が好きです。"
"Lesson 47","救急車","きゅうきゅうしゃ","Ambulance","救護車","救急車を呼びます。"
"Lesson 47","賛成","さんせい","Approval, Agreement","贊成","この意見に賛成です。"
"Lesson 47","反対","はんたい","Objection, opposition","反對","この計画に反対です。"
"Lesson 47","男性","だんせい","Male, man","男性","男性のほうが多いです。"
"Lesson 47","女性","じょせい","Female, woman","女性","女性のほうが長生きします。"
"Lesson 47","どうも","どうも","It appears that","怎麼感覺、似乎","どうも風邪をひいたようです。"
"Lesson 47","恋人","こいびと","Sweetheart, Boyfriend, Girlfriend","戀人","恋人と旅行します。"
"Lesson 47","婚約します","こんやくします","Be engaged","訂婚","来月婚約します。"
"Lesson 47","相手","あいて","The other person","對方","相手の気持ちを考えます。"
"Lesson 47","知り合います","しりあいます","Get acquainted","認識、結識","パーティーで知り合いました。"
"Lesson 47","平均寿命","へいきんじゅみょう","Average life span","平均壽命","日本の平均寿命は長いです。"
